500 25000
371 407 594
214 143 901
355 290 58
335 356 607
45 290 980
296 11 206
109 129 650
358 0 57
305 67 552
206 209 4
1 64 795
59 251 503
19 434 835
319 479 977
151 127 988
357 85 65
184 194 46
334 52 546
391 357 113
296 415 175
300 416 239
434 18 109
263 170 236
252 27 821
169 211 367
113 289 629
227 85 897
254 385 813
493 333 493
188 432 840
466 218 211
75 481 881
163 85 760
124 83 510
3 416 185
168 261 518
162 450 302
354 268 20
417 195 353
150 210 939
411 195 193
171 482 112
118 337 380
155 358 493
199 496 610
53 146 821
492 409 868
37 496 120
404 305 997
354 476 831
318 446 521
44 127 751
339 307 329
365 411 824
407 145 730
24 256 363
208 74 309
229 125 263
108 169 743
211 8 50
40 263 908
42 19 575
275 426 220
357 306 770
392 182 26
107 390 452
269 119 429
275 290 459
177 183 222
86 253 703
406 147 723
333 422 501
54 132 159
176 376 342
54 484 584
358 253 56
386 265 778
197 442 813
475 286 565
50 120 839
404 26 471
63 54 348
257 108 832
342 466 937
398 254 574
385 493 839
163 190 782
246 290 449
311 340 421
151 96 447
122 160 1
322 417 461
154 111 279
91 9 886
18 247 379
357 262 921
491 91 384
455 1 366
228 4 463
380 301 244
341 307 856
358 269 964
237 126 227
247 476 359
421 431 712
139 11 716
429 418 848
382 83 406
416 31 654
495 42 624
165 289 452
89 54 746
157 8 784
56 290 54
412 50 600
198 269 426
204 264 320
180 281 110
132 10 24
113 108 791
249 165 81
303 421 249
320 185 799
463 406 422
241 462 38
23 274 682
400 493 133
330 106 93
121 355 110
303 330 69
454 250 277
29 306 849
239 243 617
421 143 462
406 474 68
0 447 275
110 2 785
494 157 967
416 112 70
45 71 487
433 100 646
126 259 609
95 32 253
58 439 579
478 439 378
254 401 732
391 248 242
211 164 354
281 61 777
268 494 877
414 129 396
280 255 7
242 202 40
426 239 270
156 345 671
389 236 919
131 447 435
337 80 497
114 349 343
343 263 824
91 396 79
99 138 134
139 485 394
240 419 478
411 160 67
331 143 366
118 332 447
467 446 796
135 233 807
67 332 945
201 323 782
447 293 545
433 33 317
330 127 973
49 246 805
496 213 104
144 376 745
55 364 478
215 283 662
295 283 778
9 480 608
469 59 399
73 203 127
171 111 991
164 190 610
280 30 962
443 391 942
139 246 668
324 216 228
75 141 783
203 312 394
194 314 220
321 478 911
431 479 248
177 111 130
140 407 522
434 310 956
391 301 703
412 126 271
275 404 577
170 451 891
242 272 721
5 55 52
106 85 16
236 77 923
110 11 733
67 255 35
122 19 513
393 11 566
157 286 323
234 456 774
477 51 398
50 56 805
103 14 242
479 280 290
366 254 809
298 305 106
247 369 318
497 419 374
154 374 889
397 197 992
216 443 205
251 423 838
41 141 592
350 373 92
170 23 749
129 144 140
214 240 633
440 394 859
181 291 557
25 360 0
273 153 769
161 378 165
410 359 661
403 107 904
116 321 996
101 113 742
461 147 386
370 24 246
222 459 709
350 232 714
119 302 422
113 463 300
291 129 766
47 245 439
395 347 904
23 382 280
121 104 739
183 454 972
249 73 274
323 316 463
482 459 592
100 358 338
148 243 197
51 266 79
331 240 35
71 275 990
395 24 415
21 48 954
110 371 122
74 354 934
18 306 292
208 198 898
245 346 141
294 249 759
225 433 999
261 356 626
370 124 199
324 86 922
299 12 276
233 31 435
25 239 485
64 483 432
175 322 573
302 277 676
305 147 652
356 324 239
278 123 251
407 356 634
179 157 563
362 73 398
146 249 607
364 277 281
437 431 58
114 236 58
266 444 882
357 222 5
461 481 713
95 175 946
321 354 955
236 68 881
135 215 130
94 79 407
286 334 926
344 453 370
78 310 945
435 271 926
148 367 454
447 40 660
402 277 581
25 86 947
364 225 782
13 0 45
88 84 888
42 31 428
55 285 557
136 421 673
11 212 322
458 428 547
92 71 469
327 436 321
225 246 756
394 334 192
282 229 575
120 420 634
29 67 385
352 377 814
220 149 321
393 226 419
150 472 105
194 106 834
270 169 970
483 141 390
438 316 365
323 20 743
374 344 714
47 237 793
318 239 265
424 434 372
229 187 34
471 156 820
270 94 988
378 111 280
295 485 476
362 385 713
155 55 453
420 479 887
292 90 943
185 171 482
71 142 138
392 264 584
232 400 205
93 130 816
225 426 654
219 215 926
458 360 16
401 397 687
373 213 446
457 445 698
15 38 828
331 263 606
485 316 746
323 302 109
117 366 570
156 102 539
185 152 792
366 483 408
324 469 224
464 372 462
425 473 575
317 450 395
208 140 723
313 479 860
215 17 12
7 383 995
415 59 816
492 130 866
299 447 238
113 372 212
188 119 506
482 288 457
229 496 97
452 309 576
312 376 945
324 236 328
172 151 388
445 260 42
9 301 161
15 135 449
472 364 797
421 317 607
350 481 835
295 158 571
476 330 575
216 170 70
86 229 717
256 174 978
298 35 131
311 402 766
112 227 630
409 148 447
368 350 429
204 146 587
275 474 269
350 190 291
490 384 546
320 34 581
451 345 836
217 457 63
348 367 711
428 291 60
367 67 386
136 269 76
428 42 704
300 33 441
347 353 975
280 305 821
116 374 130
179 222 349
243 222 437
157 150 228
69 18 647
383 286 811
380 286 550
356 418 855
29 35 81
159 66 156
361 161 878
298 170 380
147 281 895
458 221 834
303 101 472
353 457 391
60 486 778
493 498 344
149 359 858
408 387 620
158 265 18
15 371 521
349 26 122
322 231 432
39 286 979
397 165 988
426 73 728
398 84 493
416 203 258
216 218 481
89 420 859
212 242 590
496 307 585
387 41 359
218 439 525
59 217 450
223 41 80
82 105 674
24 453 333
183 459 877
42 29 668
370 375 204
256 8 939
198 250 391
359 474 785
439 408 890
114 433 844
299 42 916
135 225 227
364 120 756
473 409 572
177 166 432
360 223 509
239 481 350
83 280 245
351 415 970
430 131 942
187 15 982
308 17 57
241 486 922
424 198 997
433 47 12
350 286 993
53 222 626
63 43 40
45 279 881
436 87 250
494 180 88
268 456 138
117 389 185
475 145 546
495 415 327
372 478 722
264 23 353
248 306 473
12 25 115
234 306 555
206 153 971
385 25 801
108 290 325
254 35 295
228 224 721
10 51 116
297 104 199
409 338 857
317 396 511
140 282 388
441 390 530
118 203 818
255 458 205
402 38 781
475 48 684
444 81 100
438 378 556
489 140 246
346 457 143
98 390 667
150 116 180
174 290 552
126 80 782
182 69 922
428 416 879
348 427 719
367 408 728
90 58 844
122 266 715
193 108 62
15 282 704
67 408 785
350 90 206
4 294 452
184 494 879
403 362 287
328 278 816
395 471 924
309 487 206
14 406 466
151 108 908
357 233 779
284 273 919
163 29 133
303 12 289
353 192 568
446 249 878
4 263 137
379 272 330
435 240 45
355 255 574
340 410 86
130 263 779
198 285 719
89 83 968
320 87 232
385 152 78
156 88 318
201 295 74
275 487 984
214 117 600
493 315 737
212 257 320
180 77 259
264 386 670
115 292 812
237 177 464
316 186 904
486 387 699
397 229 156
349 222 324
438 286 81
258 318 10
369 435 896
351 139 218
72 146 143
124 58 658
163 455 739
428 204 770
438 74 205
375 169 98
445 337 758
201 261 904
355 400 270
446 72 426
359 348 577
481 286 503
186 473 969
244 497 827
406 394 826
220 101 226
490 48 298
417 308 718
142 19 566
219 1 204
75 39 177
396 185 729
34 281 726
206 104 172
356 373 832
74 15 352
49 161 244
78 57 781
308 443 914
386 156 49
163 310 794
186 437 408
335 352 237
167 426 104
371 271 690
76 320 204
173 250 613
306 58 57
221 445 65
122 460 875
417 146 665
177 308 308
393 143 160
130 163 939
86 34 562
332 488 484
446 294 395
3 367 692
420 490 652
296 259 798
461 288 958
121 181 602
425 249 3
487 377 966
73 62 806
409 8 953
304 363 320
148 79 773
298 392 61
180 425 858
2 337 650
308 98 158
261 403 373
82 251 656
96 252 588
370 50 480
283 159 346
378 222 346
135 402 771
346 86 535
434 88 224
436 248 323
94 10 226
467 444 329
475 392 581
248 46 643
94 424 718
64 109 410
176 331 599
499 425 109
77 244 905
488 487 412
472 235 310
468 182 86
186 475 497
10 391 459
421 343 354
419 20 186
370 371 463
331 449 208
236 356 132
386 196 119
150 21 707
460 489 241
46 27 716
395 37 607
354 458 451
209 230 823
395 100 694
358 432 995
418 20 703
50 406 400
22 56 921
81 368 262
322 414 789
38 310 178
300 373 367
475 120 819
170 331 251
17 249 624
221 152 882
473 26 439
360 429 574
149 319 384
327 316 548
316 469 774
35 444 246
355 466 77
458 484 179
82 57 331
465 382 357
256 128 316
415 340 745
225 168 232
274 337 53
400 372 998
146 227 816
76 38 152
255 120 709
438 437 943
147 45 423
476 28 273
60 154 110
114 54 334
464 52 414
285 87 924
346 25 214
290 24 259
477 251 875
81 227 755
354 140 261
316 106 815
3 422 719
369 191 287
145 38 165
359 328 41
119 41 881
191 18 484
418 100 564
453 478 436
77 116 682
216 261 720
381 121 900
275 92 941
8 135 960
492 406 412
56 431 570
112 218 545
210 48 770
53 125 738
59 350 417
312 351 958
76 259 742
44 498 335
420 61 384
42 466 9
485 64 427
458 123 777
375 123 488
279 288 339
332 363 674
144 408 173
363 74 404
76 192 373
133 229 971
312 99 976
262 283 839
437 427 599
462 406 631
400 122 706
156 495 265
465 423 810
338 279 312
186 412 894
157 385 755
269 49 854
245 163 989
436 100 916
36 414 322
19 166 296
343 287 67
169 163 610
63 321 847
318 90 896
24 187 59
13 123 12
281 11 278
252 460 619
396 303 759
463 308 236
366 88 202
437 235 541
68 191 424
13 444 384
484 340 40
243 155 200
232 87 924
305 57 488
172 423 428
444 58 513
220 423 309
105 407 501
145 151 156
228 215 411
152 20 820
492 192 595
272 418 796
7 173 138
329 470 196
356 147 878
357 292 881
366 490 364
338 218 579
102 222 951
422 66 995
370 338 913
156 378 409
204 73 599
175 429 747
405 138 891
139 4 233
3 195 303
386 71 943
382 441 134
147 459 331
86 115 210
495 171 635
447 346 916
289 243 411
375 246 606
178 181 255
351 302 972
337 449 431
169 388 399
231 383 70
366 182 269
282 228 873
188 18 116
57 423 896
164 183 316
343 35 970
315 372 771
98 393 159
497 124 895
420 342 577
189 476 306
62 165 676
30 116 921
244 26 696
492 190 380
160 385 267
402 151 737
308 420 556
44 375 549
72 405 166
345 2 544
41 346 234
273 7 472
236 391 175
473 305 176
334 113 948
390 351 410
275 395 785
386 206 243
473 479 750
445 224 240
469 460 483
321 119 606
269 362 957
31 137 353
169 313 172
212 156 985
461 42 543
204 15 874
307 312 598
399 282 558
382 427 843
375 100 963
5 95 178
48 151 45
274 458 358
373 357 640
283 92 419
127 319 519
442 152 888
119 442 641
285 438 915
264 458 549
400 315 996
185 214 168
177 498 112
96 477 931
115 271 583
356 242 25
349 27 315
265 143 625
166 395 292
15 325 507
15 153 849
345 368 913
457 464 742
388 432 13
471 288 255
349 489 634
16 254 278
494 273 525
286 288 851
146 303 356
347 480 46
410 326 266
418 24 15
432 347 655
304 411 24
329 49 664
180 195 319
388 394 799
287 305 977
53 333 613
136 251 637
3 183 336
10 223 737
7 249 154
117 303 408
268 442 565
246 496 898
359 484 150
348 340 685
36 350 760
273 209 9
427 319 62
344 305 797
311 455 712
85 193 310
151 291 658
49 2 642
199 350 334
237 238 37
497 12 746
7 439 418
218 299 679
282 476 955
150 61 648
460 212 791
470 114 293
112 165 495
447 402 734
82 259 37
0 32 173
76 103 824
107 385 800
62 35 862
63 347 926
148 282 558
495 81 312
229 417 564
475 351 675
13 352 708
38 280 811
363 387 48
229 216 135
156 423 305
400 71 87
310 418 520
123 148 937
215 488 492
275 379 772
438 94 11
486 109 165
422 339 881
410 347 304
215 247 727
302 58 998
322 33 146
251 139 110
244 414 841
232 191 544
249 465 883
482 375 230
218 244 240
216 418 773
362 29 697
484 281 337
446 377 751
287 97 456
118 430 464
354 413 840
436 52 930
358 339 445
181 37 960
18 483 837
121 122 786
77 196 468
76 315 398
41 21 811
381 457 715
163 76 838
42 434 177
488 66 230
315 247 268
127 117 103
316 238 226
102 168 274
70 244 89
200 34 996
215 416 348
297 83 947
65 210 64
21 26 803
373 51 67
463 372 205
425 357 575
197 57 461
193 95 390
472 459 742
420 377 452
336 250 831
314 222 715
234 185 440
439 463 297
366 160 706
180 206 801
70 330 815
80 154 626
127 115 605
122 273 677
189 7 714
481 298 529
336 196 396
489 118 78
283 21 863
138 0 978
244 310 84
198 432 857
442 455 514
471 86 531
13 274 227
261 264 346
339 420 397
276 203 418
139 342 919
117 438 729
201 136 514
411 364 340
127 158 647
142 129 85
173 143 360
252 404 976
98 96 396
347 224 952
266 363 146
37 480 584
118 33 72
484 296 288
324 424 946
324 418 928
409 443 71
121 195 827
97 146 275
346 493 999
444 148 194
28 119 80
452 103 376
241 280 152
187 104 922
115 365 865
38 487 913
493 282 52
59 376 164
106 404 635
38 357 591
266 450 371
271 137 327
193 105 544
411 495 31
383 59 602
287 256 683
303 167 559
320 273 816
46 430 975
269 201 464
448 394 921
493 305 417
376 481 482
196 364 393
299 4 149
334 307 317
245 479 442
413 435 606
438 333 536
265 103 737
3 396 641
272 125 122
148 472 343
261 317 769
492 455 609
328 311 357
469 83 982
443 338 304
282 339 628
477 489 287
480 308 543
314 69 860
83 289 468
185 44 694
243 389 649
352 69 960
61 38 396
44 481 86
200 264 425
328 93 266
467 73 926
10 387 848
191 8 533
237 251 274
239 455 343
51 16 733
447 60 215
34 112 831
430 260 350
56 494 912
45 37 920
431 275 523
205 366 978
401 417 346
134 365 259
201 251 371
32 414 664
309 344 425
11 53 548
12 7 931
284 438 58
137 44 842
484 31 559
243 232 162
114 265 76
56 437 326
456 389 787
350 254 294
281 38 732
340 198 728
116 187 624
310 171 155
369 266 888
383 233 5
233 272 572
411 228 813
198 78 67
345 211 958
77 403 656
157 20 843
134 330 867
141 52 985
381 435 218
238 247 934
21 332 558
445 95 638
326 139 780
292 78 555
207 353 938
192 235 725
263 473 825
197 347 157
108 144 753
246 403 399
315 82 390
95 218 458
130 363 36
424 410 454
214 454 41
439 217 866
116 267 713
274 375 858
379 121 113
130 288 195
20 235 766
330 366 129
367 404 832
166 333 766
33 450 385
246 76 260
456 307 733
422 437 874
117 309 109
383 139 975
364 358 731
438 303 953
487 470 139
105 3 89
490 101 17
102 410 324
335 332 113
61 449 422
498 49 772
230 98 950
141 388 753
447 375 575
86 332 578
27 322 180
396 424 590
220 112 274
185 173 75
107 196 760
20 195 162
144 425 112
446 418 0
52 217 728
127 155 60
206 34 735
238 430 659
180 150 623
454 187 149
29 146 345
142 167 540
156 163 817
268 110 588
120 162 805
348 289 961
261 347 495
496 85 426
7 117 428
131 423 968
132 453 114
477 447 633
370 455 297
187 223 407
275 343 69
433 44 210
246 305 58
93 301 495
371 308 113
152 291 536
120 423 841
234 401 140
368 271 595
165 310 670
424 438 366
493 371 410
55 469 567
113 62 868
109 434 28
74 86 320
462 206 243
156 440 496
296 160 619
244 177 430
414 101 220
132 446 443
394 2 412
461 115 974
329 76 908
30 465 552
125 121 345
474 269 5
93 13 535
95 412 83
38 307 437
450 268 404
277 450 481
37 160 483
384 42 948
436 167 69
133 493 339
26 462 484
97 300 556
34 251 824
439 380 126
272 417 138
255 301 180
204 90 200
125 223 693
316 214 632
21 240 95
357 403 357
106 352 157
162 239 260
339 178 640
465 302 910
136 113 301
336 91 377
382 407 591
14 280 832
461 490 87
328 259 678
88 98 208
491 371 420
356 196 976
233 430 736
176 445 868
8 258 858
387 257 214
65 345 664
126 426 579
408 324 811
294 180 507
270 265 938
358 441 735
227 302 345
106 202 229
122 328 507
202 316 629
316 371 485
175 141 250
200 79 845
398 16 595
172 261 879
56 367 433
137 342 761
125 401 155
78 69 526
63 244 519
165 210 871
209 262 802
1 185 432
233 241 151
18 230 993
280 226 889
95 198 308
114 363 370
338 424 984
492 331 497
15 184 682
447 269 775
451 288 357
296 420 583
180 51 922
244 146 120
404 112 983
126 302 408
110 147 591
459 162 127
141 462 249
268 413 389
477 209 661
61 99 495
122 376 544
78 258 811
338 368 958
9 442 347
411 332 8
406 385 640
452 359 516
496 102 0
168 370 479
126 3 659
98 263 332
181 273 626
28 23 898
437 287 82
298 193 967
438 498 827
307 346 781
307 351 813
66 19 35
45 497 390
56 96 653
388 129 778
367 9 154
265 447 441
347 97 134
142 342 479
275 150 182
88 216 554
475 113 551
365 169 647
370 409 276
149 276 786
303 41 85
244 241 182
230 56 69
363 50 912
194 325 414
376 265 630
430 92 95
334 309 116
333 179 25
248 483 47
185 227 788
219 458 344
288 173 246
52 367 923
466 95 540
448 378 484
395 212 793
389 359 653
231 215 174
427 356 199
174 260 566
449 227 514
490 27 892
326 423 956
120 434 353
445 175 713
450 70 172
439 161 169
182 319 92
382 345 353
314 137 959
58 463 382
220 232 344
433 183 415
105 474 428
126 130 172
11 165 343
455 399 541
200 276 640
434 143 428
300 296 195
67 253 670
347 380 652
371 243 669
214 198 568
255 359 972
113 86 109
53 193 120
101 112 226
127 182 201
297 397 751
217 4 610
189 300 562
307 278 341
280 184 34
252 285 147
478 408 458
436 35 141
489 184 890
93 402 246
55 443 546
117 323 171
331 21 56
130 328 687
323 460 871
357 43 916
167 332 803
308 173 488
50 118 242
195 291 860
366 474 381
275 457 62
185 490 439
193 199 835
461 367 519
116 27 692
104 78 811
236 422 628
96 289 455
330 416 912
244 378 692
410 108 586
245 421 953
116 37 833
471 192 990
308 428 412
289 377 553
244 59 469
156 303 199
200 273 614
235 35 574
174 280 995
127 396 33
75 380 71
65 189 352
330 478 581
205 230 795
371 18 956
297 192 88
293 171 837
178 336 894
409 411 774
480 329 315
184 11 145
117 246 367
257 303 949
404 60 880
133 80 794
221 225 965
304 164 65
431 497 394
244 151 503
463 260 307
413 17 219
145 194 854
395 327 434
6 311 619
160 467 136
225 250 633
471 349 166
228 445 669
83 408 930
461 318 141
454 254 720
466 113 883
437 273 703
73 350 953
206 173 654
394 336 860
176 79 33
123 392 704
116 60 269
447 343 612
253 401 285
259 478 538
211 225 226
423 253 657
456 229 402
160 345 314
282 134 180
306 495 12
295 239 133
57 39 328
21 292 582
306 51 412
196 114 137
422 37 391
432 494 620
334 6 317
148 288 451
328 446 798
177 150 429
358 171 73
440 329 124
342 152 276
233 84 622
205 418 981
326 98 420
476 142 513
366 319 164
295 177 335
368 469 17
436 16 46
64 249 630
20 180 818
493 358 268
413 335 910
427 201 582
91 497 611
278 217 581
147 62 255
42 498 771
71 102 178
471 122 710
173 160 957
107 251 806
299 29 586
54 423 937
325 363 500
227 258 576
290 252 395
359 14 776
193 423 577
130 100 440
130 150 375
84 377 985
12 167 737
408 378 603
36 345 495
473 270 993
364 1 710
137 256 227
291 449 502
220 80 602
161 62 752
388 147 130
373 11 149
462 419 380
412 281 495
406 497 496
116 487 604
195 278 54
197 351 486
300 12 48
52 252 47
36 439 830
416 208 138
141 121 271
489 27 269
485 495 608
334 40 601
382 445 853
282 479 330
23 283 830
14 277 303
258 455 177
366 397 220
105 393 461
296 462 798
1 244 778
184 437 645
157 312 781
142 316 528
176 74 483
354 293 381
426 398 626
241 240 668
39 242 264
169 426 553
167 83 365
300 275 896
210 417 712
90 94 138
425 300 431
306 226 681
285 466 774
491 59 14
11 450 608
275 120 886
180 139 322
397 439 97
357 91 460
496 16 112
279 175 339
87 303 216
453 314 166
62 441 638
448 121 277
270 18 568
367 164 69
234 21 660
46 369 529
159 149 56
350 462 516
